SOM Class,FBGN,NAME,SYMBOL,Day9.Day2_FoldChange,Day9.Day2_P.Value,Day9.Day2_adj.P.Val,Day9.Day2_Flag,Day16_FoldChange,Day16_P.Value,Day16_adj.P.Val,Day16_Flag,Day23_FoldChange,Day23_P.Value,Day23_adj.P.Val,Day23_Flag,Day30_FoldChange,Day30_P.Value,Day30_adj.P.Val,Day30_Flag,Day37_FoldChange,Day37_P.Value,Day37_adj.P.Val,Day37_Flag,Day44_FoldChange,Day44_P.Value,Day44_adj.P.Val,Day44_Flag,Day51_FoldChange,Day51_P.Value,Day51_adj.P.Val,Day51_Flag,Day58_FoldChange,Day58_P.Value,Day58_adj.P.Val,Day58_Flag,Day65_FoldChange,Day65_P.Value,Day65_adj.P.Val,Day65_Flag,Day72_FoldChange,Day72_P.Value,Day72_adj.P.Val,Day72_Flag,Day79_FoldChange,Day79_P.Value,Day79_adj.P.Val,Day79_Flag,SOM Class
3,FBgn0019643,Dopamine N acetyltransferase,Dat,1.07,0.496872,0.999395,0,-1.25,0.02295,0.591526,0,-1.29,0.010578,0.172521,0,-1.42,0.000656,0.021435,0,-1.5,9.30E-05,0.003487,1,-1.34,0.003498,0.046961,0,-1.41,0.00086,0.017667,0,-1.35,0.006532,0.069866,0,-1.64,4.00E-06,0.000144,1,-1.89,0,1.00E-06,1,-1.52,6.80E-05,0.00152,1,3
3,FBgn0033543,CG12338,CG12338,-1.05,0.576614,0.999395,0,-1.13,0.191319,0.957756,0,-1.35,0.001622,0.053314,0,-1.4,0.000391,0.014565,0,-1.63,1.00E-06,8.70E-05,1,-1.26,0.012725,0.123038,0,-1.42,0.00026,0.006628,0,-1.36,0.001237,0.020081,0,-1.73,0,7.00E-06,1,-1.83,0,1.00E-06,1,-1.53,1.50E-05,0.000426,1,3
3,FBgn0035619,CG10592,CG10592,1.22,0.078312,0.999395,0,-1.12,0.304599,0.968665,0,-1.24,0.053359,0.400052,0,-1.48,0.000765,0.024103,0,-1.68,1.90E-05,0.000938,1,-1.27,0.032656,0.232914,0,-1.38,0.00521,0.06721,0,-1.49,0.000717,0.013046,0,-1.54,0.000229,0.004436,1,-1.52,0.000386,0.005893,1,-1.67,2.00E-05,0.000537,1,3
3,FBgn0013949,Elastin-like,Ela,1.12,0.278785,0.999395,0,-1.21,0.081399,0.891114,0,-1.28,0.023393,0.265776,0,-1.37,0.005083,0.096346,0,-1.53,0.000221,0.007008,1,-1.1,0.361007,0.781399,0,-1.41,0.002416,0.03874,0,-1.35,0.007367,0.076128,0,-1.66,1.50E-05,0.000447,1,-1.79,1.00E-06,4.10E-05,1,-1.74,3.00E-06,0.000103,1,3
3,FBgn0036213,Ribosomal protein L10Ab,RpL10Ab,-1.2,0.183463,0.999395,0,-1.13,0.379556,0.97412,0,-1.23,0.134343,0.567459,0,-1.52,0.003415,0.073591,0,-1.62,0.000825,0.020272,1,-1.32,0.048789,0.299685,0,-1.29,0.065126,0.359397,0,-1.47,0.006494,0.069686,0,-1.95,9.00E-06,0.000275,1,-2.27,0,6.00E-06,1,-1.81,5.70E-05,0.001319,1,3
3,FBgn0035258,CG13931,CG13931,1.11,0.539931,0.999395,0,1.14,0.42702,0.97412,0,-1.02,0.918144,0.98603,0,-1.53,0.011777,0.160592,0,-1.74,0.001232,0.027784,1,-1.5,0.015353,0.140076,0,-1.33,0.082308,0.40911,0,-1.54,0.010267,0.096122,0,-1.8,0.000662,0.010738,1,-1.99,8.80E-05,0.001747,1,-1.82,0.000546,0.008312,1,3
3,FBgn0029828,CG6067,CG6067,1.23,0.075765,0.999395,0,-1.01,0.950122,0.99777,0,-1.23,0.074148,0.458237,0,-1.25,0.056704,0.401167,0,-1.6,0.000142,0.004809,1,-1.17,0.170278,0.580495,0,-1.33,0.01615,0.150032,0,-1.48,0.001094,0.018222,0,-1.88,1.00E-06,3.80E-05,1,-1.98,0,8.00E-06,1,-1.83,2.00E-06,8.00E-05,1,3
3,FBgn0036264,CG11529,CG11529,1.17,0.287601,0.999395,0,1.07,0.63509,0.988335,0,-1.08,0.59552,0.889249,0,-1.6,0.002379,0.056998,0,-1.79,0.000227,0.007192,1,-1.26,0.126363,0.503283,0,-1.47,0.012105,0.123736,0,-1.39,0.031105,0.198678,0,-1.94,3.70E-05,0.000962,1,-2.55,0,2.00E-06,1,-1.85,0.000111,0.002288,1,3
3,FBgn0038700,CG3734,CG3734,1.04,0.757703,0.999395,0,-1.08,0.551024,0.984159,0,-1.26,0.097461,0.505196,0,-1.35,0.030621,0.287512,0,-1.57,0.001489,0.032385,1,-1.18,0.216316,0.645216,0,-1.35,0.030378,0.22727,0,-1.3,0.061271,0.300748,0,-1.76,0.000102,0.002209,1,-2.55,0,0,1,-1.88,2.10E-05,0.00056,1,3
3,FBgn0002926,nudel,ndl,1.06,0.733257,0.999395,0,-1.31,0.136806,0.940266,0,-1.55,0.017246,0.224853,0,-1.63,0.008046,0.128356,0,-2.19,4.50E-05,0.00191,1,-1.65,0.006861,0.077418,0,-1.22,0.304271,0.733812,0,-1.58,0.012795,0.11228,0,-1.98,0.000314,0.005769,1,-1.81,0.001455,0.01721,1,-2.06,0.000153,0.002948,1,3
3,FBgn0034052,CG8299,CG8299,1.23,0.196544,0.999395,0,-1.24,0.177985,0.950325,0,-1.07,0.692245,0.920914,0,-1.79,0.000588,0.019574,1,-1.55,0.007737,0.112416,0,-1.27,0.140235,0.529255,0,-1.53,0.010153,0.109122,0,-1.32,0.090337,0.370161,0,-1.64,0.002935,0.034268,1,-1.68,0.001979,0.021774,1,-1.71,0.001336,0.017418,1,3
2,FBgn0035982,CG4461,CG4461,-1.04,0.668083,0.999395,0,-1.11,0.268681,0.964139,0,-1.2,0.064691,0.436629,0,-1.32,0.004541,0.089756,0,-1.31,0.006258,0.097231,0,-1.21,0.052173,0.310183,0,-1.22,0.038594,0.263818,0,-1.27,0.014416,0.121941,0,-1.6,7.00E-06,0.00024,1,-1.62,4.00E-06,0.000135,1,-1.57,1.50E-05,0.00043,1,2
2,FBgn0036837,CG18135,CG18135,1.03,0.752821,0.999395,0,-1.08,0.469205,0.978931,0,-1.32,0.007949,0.14568,0,-1.21,0.069448,0.442857,0,-1.36,0.003715,0.065838,0,-1.33,0.007645,0.083859,0,-1.34,0.006237,0.077125,0,-1.41,0.001226,0.019923,0,-1.54,8.60E-05,0.001897,1,-1.52,0.000133,0.002491,1,-1.58,3.70E-05,0.000897,1,2
2,FBgn0002526,Laminin A,LanA,1.13,0.18976,0.999395,0,-1,0.962093,0.99777,0,-1.25,0.014191,0.203136,0,-1.42,0.000216,0.009129,0,-1.36,0.001043,0.024343,0,-1.32,0.002883,0.040888,0,-1.22,0.029124,0.220528,0,-1.27,0.009366,0.090722,0,-1.51,2.40E-05,0.000676,1,-1.51,9.90E-05,0.001926,1,-1.66,1.00E-06,2.30E-05,1,2
2,FBgn0035917,Z band alternatively spliced PDZ-motif protein 66,Zasp66,-1.23,0.021099,0.957371,0,-1.35,0.000956,0.117492,0,-1.37,0.000607,0.02697,0,-1.43,0.000128,0.006153,0,-1.43,0.000111,0.003926,0,-1.49,2.30E-05,0.000795,0,-1.45,7.30E-05,0.002334,0,-1.48,0.000496,0.009669,0,-1.83,0,0,1,-2.18,0,0,1,-1.93,0,0,1,2
3,FBgn0036602,CG13042,CG13042,1.07,0.506128,0.999395,0,1.1,0.331179,0.968993,0,-1.09,0.378468,0.786182,0,-1.23,0.035372,0.311906,0,-1.27,0.016515,0.186179,0,-1.37,0.002,0.030986,0,-1.4,0.001028,0.020379,0,-1.41,0.000771,0.013905,0,-1.72,1.00E-06,3.00E-05,1,-1.63,5.00E-06,0.000142,1,-1.51,8.10E-05,0.001776,1,3
3,FBgn0023516,CG14815,CG14815,1,0.969708,0.999703,0,-1.05,0.469471,0.978931,0,-1.11,0.132395,0.566681,0,-1.27,0.00077,0.024168,0,-1.39,9.00E-06,0.000515,0,-1.2,0.008762,0.093032,0,-1.35,4.00E-05,0.001387,0,-1.43,2.00E-06,0.000103,0,-1.63,0,0,1,-1.75,0,0,1,-1.53,0,3.00E-06,1,3
3,FBgn0033562,CG6751,CG6751,-1.03,0.703941,0.999395,0,-1.12,0.200538,0.957756,0,-1.26,0.008648,0.155303,0,-1.25,0.018991,0.217835,0,-1.39,0.000234,0.007346,0,-1.23,0.016679,0.149396,0,-1.33,0.00119,0.022877,0,-1.38,0.000331,0.00682,0,-1.57,2.00E-06,6.30E-05,1,-1.8,0,0,1,-1.59,1.00E-06,3.90E-05,1,3
3,FBgn0040797,CG13066,CG13066,-1.04,0.64612,0.999395,0,1.17,0.067798,0.848768,0,-1.06,0.448998,0.826274,0,-1.27,0.005895,0.106045,0,-1.29,0.003007,0.056094,0,-1.49,1.10E-05,0.00044,0,-1.45,3.40E-05,0.001202,0,-1.44,4.30E-05,0.001288,0,-1.59,1.00E-06,2.70E-05,1,-1.59,1.00E-06,2.40E-05,1,-1.6,0,2.00E-05,1,3
3,FBgn0030218,CG1628,CG1628,1.39,0.002562,0.624502,0,1.05,0.64778,0.988335,0,-1.15,0.18495,0.628371,0,-1.23,0.050775,0.37457,0,-1.31,0.012654,0.156924,0,-1.2,0.093068,0.427911,0,-1.34,0.006795,0.081872,0,-1.37,0.003938,0.047392,0,-1.74,2.00E-06,8.40E-05,1,-1.78,1.00E-06,3.90E-05,1,-1.62,2.40E-05,0.000622,1,3
3,FBgn0037039,CG10587,CG10587,1.14,0.386489,0.999395,0,1.13,0.403221,0.97412,0,-1.16,0.331745,0.760069,0,-1.56,0.004072,0.083771,0,-1.58,0.003094,0.057276,0,-1.33,0.058907,0.33148,0,-1.52,0.006453,0.078902,0,-1.39,0.029139,0.189512,0,-1.77,0.000302,0.005587,1,-2,7.50E-05,0.001534,1,-1.64,0.001452,0.018612,1,3
3,FBgn0039204,CG6607,CG6607,-1.09,0.422839,0.999395,0,-1.01,0.909435,0.997504,0,1.05,0.675338,0.915037,0,-1.19,0.116356,0.562026,0,-1.36,0.007229,0.107256,0,-1.24,0.053649,0.314831,0,-1.38,0.004298,0.058916,0,-1.45,0.00116,0.019079,0,-1.89,0,1.50E-05,1,-2.06,0,1.00E-06,1,-1.65,2.70E-05,0.000698,1,3
3,FBgn0005614,trp-like,trpl,1.01,0.956289,0.999703,0,-1.13,0.255955,0.964139,0,-1.28,0.029451,0.301274,0,-1.26,0.03902,0.331553,0,-1.31,0.016864,0.188267,0,-1.43,0.001722,0.027591,0,-1.49,0.00058,0.012713,0,-1.49,0.000606,0.011388,0,-1.78,2.00E-06,9.00E-05,1,-1.73,6.00E-06,0.000175,1,-1.67,1.70E-05,0.00047,1,3
3,FBgn0051233,CG31233,CG31233,1.29,0.020365,0.957371,0,1.2,0.090873,0.903485,0,-1.07,0.532518,0.862395,0,-1.22,0.062875,0.421251,0,-1.35,0.006756,0.102904,0,-1.33,0.009656,0.099709,0,-1.33,0.009213,0.101427,0,-1.46,0.000771,0.013905,0,-1.67,1.10E-05,0.000349,1,-1.89,0,7.00E-06,1,-1.68,3.60E-05,0.000882,1,3
3,FBgn0045495,Gustatory receptor 28b,Gr28b,1.06,0.738274,0.999395,0,1.15,0.419087,0.97412,0,1.01,0.940407,0.986316,0,-1.34,0.085911,0.49432,0,-1.37,0.065164,0.428808,0,-1.37,0.064429,0.350835,0,-1.52,0.01509,0.143632,0,-1.52,0.015312,0.126751,0,-1.7,0.002396,0.02947,1,-2,0.000107,0.002081,1,-1.69,0.002799,0.031334,1,3
3,FBgn0052550,,,-1.06,0.561129,0.999395,0,1.12,0.224678,0.958583,0,-1.1,0.340843,0.765584,0,-1.24,0.02732,0.268249,0,-1.3,0.008807,0.122501,0,-1.4,0.000925,0.016983,0,-1.47,0.000177,0.004899,0,-1.45,0.000292,0.006192,0,-1.72,0,2.10E-05,1,-1.77,0,8.00E-06,1,-1.69,1.00E-06,4.00E-05,1,3
3,FBgn0037819,CG14688,CG14688,1.08,0.585167,0.999395,0,1.05,0.73989,0.989291,0,-1.12,0.379451,0.786651,0,-1.45,0.006764,0.114729,0,-1.36,0.024542,0.2367,0,-1.42,0.009834,0.101162,0,-1.36,0.024692,0.197504,0,-1.27,0.077982,0.343693,0,-1.77,6.00E-05,0.001421,1,-1.76,7.50E-05,0.001526,1,-1.72,0.000138,0.002717,1,3
3,FBgn0031417,CG3597,CG3597,1.15,0.234185,0.999395,0,1.04,0.709738,0.988335,0,-1.09,0.470791,0.838466,0,-1.16,0.205418,0.690771,0,-1.34,0.012345,0.154112,0,-1.24,0.062857,0.345137,0,-1.28,0.036041,0.252942,0,-1.28,0.035969,0.216434,0,-1.74,8.00E-06,0.000267,1,-2.04,0,2.00E-06,1,-1.72,1.10E-05,0.000339,1,3
3,FBgn0039905,CG2052,CG2052,-1.15,0.271634,0.999395,0,-1.18,0.203616,0.957756,0,-1.37,0.015819,0.214027,0,-1.48,0.003211,0.070349,0,-1.35,0.021531,0.21803,0,-1.23,0.103123,0.454749,0,-1.08,0.556767,0.885945,0,-1.47,0.003632,0.045002,0,-1.66,0.000182,0.003636,1,-1.87,7.00E-06,0.000195,1,-1.73,6.40E-05,0.001455,1,3
3,FBgn0031646,CG2837,CG2837,-1.05,0.751881,0.999395,0,-1.12,0.441514,0.974172,0,-1.23,0.149063,0.584643,0,-1.23,0.145326,0.615556,0,-1.44,0.013135,0.160312,0,-1.13,0.41304,0.815553,0,-1.29,0.079124,0.40096,0,-1.44,0.013436,0.116272,0,-1.62,0.001241,0.017629,1,-1.87,5.10E-05,0.001114,1,-1.73,0.000319,0.005311,1,3
3,FBgn0032068,CG9466,CG9466,1.29,0.034854,0.998166,0,-1.07,0.549527,0.984159,0,-1.24,0.073398,0.456826,0,-1.43,0.002941,0.065532,0,-1.48,0.001254,0.028127,0,-1.45,0.00207,0.03179,0,-1.42,0.003767,0.053476,0,-1.32,0.020547,0.152333,0,-1.72,2.00E-05,0.000583,1,-1.69,3.10E-05,0.000739,1,-1.74,1.40E-05,0.000403,1,3
3,FBgn0039040,CG13833,CG13833,-1.05,0.705643,0.999395,0,-1.07,0.608984,0.988335,0,-1.53,0.002732,0.074882,0,-1.38,0.020786,0.229953,0,-1.25,0.106023,0.550423,0,-1.29,0.063817,0.348804,0,-1.24,0.115721,0.485373,0,-1.47,0.01204,0.1073,0,-1.6,0.000929,0.013867,1,-1.81,0.000189,0.003333,1,-1.74,0.000128,0.002568,1,3
3,FBgn0030075,,,1.31,0.044622,0.999395,0,-1.17,0.234,0.959975,0,-1.23,0.122059,0.549527,0,-1.21,0.148536,0.621422,0,-1.48,0.00442,0.07448,0,-1.19,0.197876,0.623141,0,-1.33,0.036014,0.252942,0,-1.38,0.018538,0.142333,0,-1.67,0.000295,0.005467,1,-1.78,5.80E-05,0.001238,1,-1.74,9.40E-05,0.002014,1,3
3,FBgn0027364,Six4,Six4,1.04,0.710971,0.999395,0,-1.08,0.428482,0.974172,0,-1.17,0.125767,0.557027,0,-1.48,0.000242,0.009901,0,-1.38,0.002233,0.044548,0,-1.16,0.138716,0.52685,0,-1.26,0.025603,0.201646,0,-1.28,0.015763,0.128703,0,-1.71,1.00E-06,5.80E-05,1,-1.77,0,1.80E-05,1,-1.77,0,1.80E-05,1,3
3,FBgn0037762,elongase F,eloF,1.17,0.388989,0.999395,0,-1.07,0.701953,0.988335,0,-1.42,0.061257,0.42492,0,-1.68,0.006691,0.113931,0,-1.64,0.00972,0.131182,0,1.1,0.604561,0.893663,0,-1.09,0.653958,0.919094,0,-1.3,0.168322,0.503549,0,-1.79,0.002695,0.032208,1,-2.55,5.00E-06,0.000143,1,-1.79,0.002673,0.030266,1,3
3,FBgn0003189,rudimentary,r,-1.01,0.938636,0.999703,0,-1.02,0.778724,0.991978,0,-1.09,0.290843,0.730441,0,-1.13,0.164422,0.640808,0,-1.17,0.058757,0.404744,0,-1.39,0.000126,0.003339,0,-1.48,1.00E-05,0.000426,0,-1.5,6.00E-06,0.000216,0,-1.66,0,3.00E-06,1,-1.78,0,0,1,-1.79,0,0,1,3
3,FBgn0029948,CheA7a,CheA7a,-1.02,0.865499,0.999395,0,1.02,0.901478,0.997504,0,-1.16,0.29981,0.736085,0,-1.11,0.455261,0.870491,0,-1.34,0.043881,0.343163,0,-1.41,0.016878,0.150308,0,-1.53,0.003522,0.051369,0,-1.4,0.033026,0.205259,0,-1.71,0.000344,0.006198,1,-2.62,0,0,1,-1.8,0.000104,0.002171,1,3
3,FBgn0039052,CG6733,CG6733,1,0.976694,0.999703,0,-1.02,0.905673,0.997504,0,1.06,0.70194,0.924364,0,-1.32,0.062953,0.421341,0,-1.56,0.003957,0.068887,0,-1.2,0.229492,0.661896,0,-1.41,0.023088,0.188126,0,-1.55,0.008556,0.084818,0,-1.94,3.20E-05,0.000858,1,-2.19,2.00E-06,5.70E-05,1,-1.85,9.90E-05,0.002089,1,3
3,FBgn0036091,CG18628,CG18628,-1.4,0.077074,0.999395,0,-1.18,0.379454,0.97412,0,-1.26,0.215526,0.663019,0,-1.29,0.176279,0.657544,0,-1.49,0.035708,0.302631,0,-1.18,0.368763,0.784487,0,-1.35,0.116607,0.487067,0,-1.69,0.006507,0.069712,0,-1.94,0.000729,0.011608,1,-3.17,0,3.00E-06,1,-1.87,0.001411,0.018292,1,3
3,FBgn0037288,CG14661,CG14661,1.16,0.125011,0.999395,0,-1.15,0.140982,0.946789,0,-1.42,0.000508,0.024251,0,-1.46,0.000212,0.008977,0,-1.49,0.000111,0.003935,0,-1.37,0.001816,0.028729,0,-1.39,0.001195,0.022929,0,-1.39,0.001192,0.019464,0,-1.53,4.10E-05,0.001045,1,-1.51,7.00E-05,0.001451,1,-1.87,0,1.00E-06,1,3
3,FBgn0052283,drosomycin-3,dro3,-1.22,0.19499,0.999395,0,1.06,0.717565,0.988335,0,-1.24,0.171956,0.608413,0,-1.41,0.027895,0.270613,0,-1.29,0.099427,0.535051,0,-1.13,0.432809,0.822642,0,-1.15,0.369912,0.781048,0,-1.53,0.007354,0.076061,0,-1.58,0.004233,0.045111,1,-2.35,1.00E-06,2.50E-05,1,-1.88,0.000119,0.002405,1,3
3,FBgn0051681,CG31681,CG31681,1.14,0.414147,0.999395,0,-1.05,0.774884,0.991602,0,-1.39,0.046975,0.375829,0,-1.36,0.06168,0.417888,0,-1.52,0.01242,0.154754,0,1.01,0.963579,0.990092,0,-1.05,0.776969,0.95464,0,-1.62,0.004455,0.052148,0,-1.7,0.001762,0.023106,1,-2.08,3.10E-05,0.000732,1,-1.96,0.000111,0.002291,1,3
3,FBgn0003517,stubarista,sta,1.09,0.425725,0.999395,0,1.13,0.240592,0.960504,0,-1.05,0.613474,0.894398,0,-1.19,0.097499,0.523112,0,-1.44,0.000775,0.019266,0,-1.2,0.083038,0.403973,0,-1.39,0.002266,0.036908,0,-1.41,0.00156,0.024074,0,-2.05,0,0,1,-2.59,0,0,1,-2,0,1.00E-06,1,3
3,FBgn0003517,stubarista,sta,1.02,0.857094,0.999395,0,1.11,0.336012,0.969629,0,-1.01,0.904129,0.984014,0,-1.16,0.188562,0.67046,0,-1.39,0.004065,0.069942,0,-1.2,0.10442,0.457382,0,-1.36,0.007087,0.084388,0,-1.38,0.004959,0.056291,0,-2.05,0,1.00E-06,1,-2.55,0,0,1,-2.04,0,1.00E-06,1,3
3,FBgn0037678,CG16749,CG16749,1.33,0.087817,0.999395,0,-1.03,0.874722,0.997504,0,1.03,0.85193,0.971945,0,-1.17,0.357817,0.81914,0,-1.54,0.012065,0.151333,0,-1.14,0.42407,0.818341,0,-1.53,0.01271,0.127772,0,-1.4,0.045302,0.251797,0,-2.1,3.40E-05,0.000899,1,-2.93,0,1.00E-06,1,-2.05,5.90E-05,0.001351,1,3
3,FBgn0024997,CG2681,CG2681,1.12,0.508442,0.999395,0,-1.18,0.33397,0.969629,0,-1.26,0.188502,0.632826,0,-1.5,0.021571,0.233477,0,-1.37,0.07083,0.446335,0,-1.23,0.230731,0.663376,0,-1.45,0.035322,0.250972,0,-1.22,0.245415,0.599293,0,-1.73,0.002194,0.027392,1,-2.1,6.20E-05,0.00131,1,-2.19,2.50E-05,0.000642,1,3
3,FBgn0031249,CG11911,CG11911,1.1,0.630841,0.999395,0,-1.04,0.840103,0.996045,0,-1.31,0.154057,0.589554,0,-1.67,0.009027,0.138383,0,-1.78,0.003391,0.061392,0,-1.54,0.025677,0.199604,0,-1.44,0.057018,0.332939,0,-1.28,0.204294,0.551493,0,-2.06,0.000327,0.005971,1,-2.38,2.60E-05,0.000624,1,-2.27,6.30E-05,0.001428,1,3
3,FBgn0003863,alphaTrypsin,alphaTry,1.38,0.114114,0.999395,0,1.21,0.555364,0.984159,0,-1.15,0.501192,0.851185,0,1.27,0.36524,0.823225,0,-1.86,0.02167,0.21811,0,-1.55,0.058813,0.331233,0,-1.64,0.063948,0.354831,0,-1.59,0.046609,0.25635,0,-2.24,0.001061,0.015477,1,-2.71,0.000512,0.007395,1,-2.43,0.000385,0.006168,1,3
6,FBgn0032947,,,1.1,0.493827,0.999395,0,1.06,0.639545,0.988335,0,-1.06,0.671367,0.914181,0,-1.37,0.022079,0.237483,0,-1.42,0.01062,0.138495,0,-1.09,0.521379,0.86097,0,-1.26,0.088636,0.424605,0,-1.16,0.27607,0.629974,0,-1.51,0.002895,0.034002,1,-1.67,0.000308,0.004943,1,-1.51,0.003082,0.033676,1,6
6,FBgn0030737,CG9914,CG9914,1.25,0.033228,0.973527,0,1.11,0.336733,0.969629,0,1.01,0.928284,0.986316,0,-1,0.973456,0.996634,0,-1.07,0.539952,0.924097,0,-1.04,0.703037,0.92899,0,-1.24,0.042807,0.280786,0,-1.39,0.002675,0.035947,0,-1.65,1.20E-05,0.000373,1,-1.72,3.00E-06,8.80E-05,1,-1.52,0.000164,0.003126,1,6
6,FBgn0040349,CG3699,CG3699,-1.05,0.711917,0.999395,0,1.04,0.776528,0.991978,0,-1.04,0.769207,0.945481,0,-1.03,0.82127,0.97346,0,-1.18,0.239749,0.767436,0,-1.14,0.364215,0.783042,0,-1.07,0.618616,0.90818,0,-1.09,0.618812,0.859157,0,-1.76,0.000188,0.003749,1,-2.44,0,2.00E-06,1,-1.53,0.003763,0.038407,1,6
6,FBgn0032524,CG9267,CG9267,1.04,0.667232,0.999395,0,-1,0.976073,0.998221,0,-1.02,0.852388,0.971945,0,-1.1,0.273624,0.758265,0,-1.23,0.01659,0.186313,0,-1.24,0.012318,0.120327,0,-1.31,0.002087,0.034822,0,-1.28,0.004329,0.050942,0,-1.6,1.00E-06,2.60E-05,1,-1.65,0,7.00E-06,1,-1.53,4.00E-06,0.000131,1,6
6,FBgn0035154,CG3344,CG3344,1.14,0.369124,0.999395,0,1.03,0.850987,0.996946,0,1.07,0.662856,0.911182,0,-1.2,0.217629,0.704266,0,-1.28,0.08713,0.499924,0,1.01,0.958497,0.989289,0,-1.15,0.387611,0.793001,0,-1.33,0.049535,0.266094,0,-1.62,0.001476,0.020191,1,-2.12,3.00E-06,8.10E-05,1,-1.53,0.004299,0.042422,1,6
6,FBgn0035332,CG13801,CG13801,-1.08,0.423527,0.999395,0,1.02,0.800134,0.99325,0,-1.12,0.246658,0.694463,0,-1.18,0.086587,0.494907,0,-1.25,0.023267,0.228418,0,-1.26,0.018975,0.162495,0,-1.33,0.004247,0.058286,0,-1.44,0.000304,0.006356,0,-1.57,1.60E-05,0.000483,1,-1.68,1.00E-06,4.10E-05,1,-1.54,3.30E-05,0.000821,1,6
6,FBgn0030840,presidents-cup,p-cup,1.24,0.130588,0.999395,0,-1.11,0.464086,0.977997,0,1.18,0.23916,0.686469,0,1.06,0.689804,0.94757,0,-1.09,0.541067,0.924097,0,-1.08,0.565875,0.878118,0,-1.39,0.023944,0.192857,0,-1.39,0.021603,0.157262,0,-1.64,0.000915,0.013711,1,-1.95,1.50E-05,0.000386,1,-1.54,0.003467,0.03637,1,6
6,FBgn0031865,Na[+]/H[+] hydrogen antiporter 1,Nha1,1.02,0.670667,0.999395,0,1.14,0.022313,0.588232,0,-1.05,0.351191,0.769786,0,-1.24,0.000249,0.010116,0,-1.32,4.00E-06,0.000274,0,-1.35,1.00E-06,6.10E-05,0,-1.37,0,3.40E-05,0,-1.44,0,1.00E-06,0,-1.63,0,0,1,-1.54,0,0,1,-1.54,0,0,1,6
6,FBgn0035091,CG3829,CG3829,1.3,0.022382,0.957371,0,-1.09,0.43367,0.974172,0,-1.03,0.769774,0.945481,0,-1.1,0.374849,0.828571,0,-1.31,0.018323,0.198796,0,-1.03,0.76067,0.94357,0,-1.24,0.082335,0.40911,0,-1.32,0.015561,0.127843,0,-1.67,2.20E-05,0.000634,1,-1.95,0,6.00E-06,1,-1.56,0.000197,0.00363,1,6
6,FBgn0032022,CG14275,CG14275,-1.09,0.555115,0.999395,0,-1.19,0.234534,0.959975,0,-1.26,0.118203,0.542711,0,-1.25,0.135483,0.598632,0,-1.39,0.027329,0.255685,0,1.09,0.545139,0.869411,0,1.05,0.748739,0.94657,0,-1.35,0.044003,0.24708,0,-1.67,0.000829,0.012731,1,-2.22,1.00E-06,3.60E-05,1,-1.57,0.002969,0.032764,1,6
6,FBgn0016075,viking,vkg,1.21,0.064522,0.999395,0,1.1,0.331948,0.969011,0,1.08,0.465428,0.836828,0,-1.14,0.197968,0.678509,0,-1.24,0.036301,0.305137,0,-1.08,0.442248,0.827077,0,-1.18,0.105693,0.463886,0,-1.28,0.020382,0.151665,0,-1.52,0.000135,0.002814,1,-1.7,3.00E-06,9.40E-05,1,-1.58,3.70E-05,0.000897,1,6
6,FBgn0052209,,,1.21,0.027822,0.964922,0,1.06,0.469757,0.978931,0,-1,0.967099,0.992623,0,-1.17,0.064523,0.425779,0,-1.26,0.007032,0.105169,0,-1.13,0.152008,0.550454,0,-1.27,0.006668,0.080633,0,-1.23,0.050447,0.268253,0,-1.54,3.00E-06,0.000111,1,-1.72,0,1.00E-06,1,-1.58,1.00E-06,4.20E-05,1,6
6,FBgn0000100,Ribosomal protein LP0,RpLP0,1.09,0.311586,0.999395,0,1.11,0.226006,0.958634,0,1.01,0.862215,0.973416,0,-1.08,0.380752,0.831068,0,-1.15,0.109063,0.557937,0,-1.3,0.002412,0.035775,0,-1.36,0.000614,0.013331,0,-1.35,0.000627,0.011702,0,-1.64,0,1.20E-05,1,-1.78,0,0,1,-1.6,1.00E-06,2.30E-05,1,6
6,FBgn0053003,CG33003,CG33003,1.13,0.33265,0.999395,0,-1.07,0.563741,0.984159,0,-1.12,0.338433,0.76398,0,-1.34,0.019335,0.219908,0,-1.48,0.002063,0.04178,0,-1.05,0.71716,0.931115,0,-1.27,0.055599,0.329027,0,-1.4,0.007983,0.080486,0,-1.55,0.000659,0.010724,1,-1.73,3.70E-05,0.000849,1,-1.61,0.000248,0.004365,1,6
6,FBgn0032069,CG9468,CG9468,1.28,0.039181,0.999395,0,-1.1,0.422859,0.97412,0,-1.25,0.059392,0.421179,0,-1.38,0.007287,0.121094,0,-1.44,0.002624,0.050459,0,-1.18,0.157996,0.561464,0,-1.17,0.181177,0.597903,0,-1.12,0.3437,0.69336,0,-1.52,0.00064,0.010546,1,-1.53,0.00056,0.007924,1,-1.64,7.80E-05,0.001709,1,6
6,FBgn0000071,Amalgam,Ama,-1.18,0.170127,0.999395,0,-1.01,0.960796,0.99777,0,1.02,0.883293,0.97903,0,-1.14,0.257346,0.744216,0,-1.36,0.010899,0.141017,0,-1.26,0.051633,0.308508,0,-1.31,0.023491,0.190379,0,-1.26,0.075506,0.337708,0,-1.66,5.00E-05,0.001229,1,-1.98,0,9.00E-06,1,-1.65,6.50E-05,0.001465,1,6
